fpr tpr threshold Method Boundary
0.01855283524820685 0.018096723868954757 0.232379263930758 Bayes 8
0.01855283524820685 0.018408736349453978 0.2323561693229147 Bayes 8
0.0187272449802699 0.018408736349453978 0.2319181329973027 Bayes 8
0.0187272449802699 0.0187207488299532 0.2318621579359449 Bayes 8
0.019577492424077265 0.0187207488299532 0.2298476747471058 Bayes 8
0.019577492424077265 0.01903276131045242 0.2298391955396483 Bayes 8
0.02119078244566047 0.01903276131045242 0.2261330363287568 Bayes 8
0.02119078244566047 0.019344773790951637 0.2260091038918435 Bayes 8
0.021670409208833855 0.019344773790951637 0.2252457482482214 Bayes 8
0.021670409208833855 0.019656786271450857 0.2252295199706725 Bayes 8
0.022389849353593932 0.019656786271450857 0.2235361803773897 Bayes 8
0.022389849353593932 0.019968798751950078 0.2234695588040891 Bayes 8
0.02258606030216486 0.019968798751950078 0.223054243028189 Bayes 8
0.02258606030216486 0.0202808112324493 0.2230017356312395 Bayes 8
0.02393773572565349 0.0202808112324493 0.2209683087124895 Bayes 8
0.02393773572565349 0.02059282371294852 0.2208694062986677 Bayes 8
0.023981338158669253 0.02059282371294852 0.2206372066670978 Bayes 8
0.023981338158669253 0.020904836193447737 0.2205133672899097 Bayes 8
0.02526760993263424 0.020904836193447737 0.2185668938745776 Bayes 8
0.02526760993263424 0.021216848673946957 0.2185131428491371 Bayes 8
0.025398417231681528 0.021216848673946957 0.2181772071546084 Bayes 8
0.025398417231681528 0.021528861154446178 0.2181246432901402 Bayes 8
0.025660031829776102 0.021528861154446178 0.2178230563320899 Bayes 8
0.025660031829776102 0.0218408736349454 0.2177941480798455 Bayes 8
0.025725435479299744 0.0218408736349454 0.2177720708835774 Bayes 8
0.025725435479299744 0.02215288611544462 0.2177599217572165 Bayes 8
0.025747236695807627 0.02215288611544462 0.2177224881869647 Bayes 8
0.025747236695807627 0.022464898595943836 0.2176639244517278 Bayes 8
0.0260088512939022 0.022464898595943836 0.2172548405393606 Bayes 8
0.0260088512939022 0.022776911076443057 0.2172260005104045 Bayes 8
0.026532080490091346 0.022776911076443057 0.2164011058005954 Bayes 8
0.026532080490091346 0.023088923556942278 0.2163627468369495 Bayes 8
0.02661928535612287 0.023088923556942278 0.2161161707086766 Bayes 8
0.02661928535612287 0.0234009360374415 0.216104614709425 Bayes 8
0.026880899954217444 0.0234009360374415 0.2154904213484991 Bayes 8
0.026880899954217444 0.02371294851794072 0.2154705348379214 Bayes 8
0.027316924284375068 0.02371294851794072 0.2148123535882097 Bayes 8
0.027316924284375068 0.024024960998439936 0.2148006796251616 Bayes 8
0.027840153480564216 0.024024960998439936 0.2140665685851028 Bayes 8
0.027840153480564216 0.024336973478939157 0.2140641937551987 Bayes 8
0.028167171728182432 0.024336973478939157 0.2136865641665819 Bayes 8
0.028167171728182432 0.024648985959438378 0.2136565925491449 Bayes 8
0.028908413089450392 0.024648985959438378 0.2128032678807772 Bayes 8
0.028908413089450392 0.0249609984399376 0.2127968953809149 Bayes 8
0.02964965445071835 0.0249609984399376 0.2120520176567115 Bayes 8
0.02964965445071835 0.02527301092043682 0.2119801768979722 Bayes 8
0.030696112843096646 0.02527301092043682 0.2108162854576524 Bayes 8
0.030696112843096646 0.025585023400936036 0.2107944573360471 Bayes 8
0.03161176393642765 0.025585023400936036 0.2096500801801799 Bayes 8
0.03161176393642765 0.026209048361934478 0.2096189231264369 Bayes 8
0.031633565152935535 0.026209048361934478 0.2096077020472984 Bayes 8
0.031633565152935535 0.0265210608424337 0.2095483018395234 Bayes 8
0.031677167585951294 0.0265210608424337 0.2094594848389602 Bayes 8
0.031677167585951294 0.02683307332293292 0.2094486297137665 Bayes 8
0.03196058340055375 0.02683307332293292 0.2090455640570058 Bayes 8
0.03196058340055375 0.027145085803432136 0.2090440798003421 Bayes 8
0.03261461989579018 0.027145085803432136 0.2084019735480346 Bayes 8
0.03261461989579018 0.027457098283931357 0.2083777439007838 Bayes 8
0.032767228411345356 0.027457098283931357 0.2082735412363767 Bayes 8
0.032767228411345356 0.027769110764430577 0.2082214324356675 Bayes 8
0.03385728923673941 0.027769110764430577 0.2068817888191199 Bayes 8
0.03385728923673941 0.02839313572542902 0.2068525338004407 Bayes 8
0.0340971026183261 0.02839313572542902 0.2065376788669187 Bayes 8
0.0340971026183261 0.029017160686427457 0.2064768181726435 Bayes 8
0.03448952451546796 0.029017160686427457 0.2059824298449354 Bayes 8
0.03448952451546796 0.029329173166926677 0.2059695658471511 Bayes 8
0.03625542305260634 0.029329173166926677 0.2040926213015185 Bayes 8
0.03625542305260634 0.029641185647425898 0.2040362690687229 Bayes 8
0.03660424251673244 0.029641185647425898 0.2036542281491813 Bayes 8
0.03660424251673244 0.02995319812792512 0.2035934201323669 Bayes 8
0.03695306198085853 0.02995319812792512 0.2032606192216367 Bayes 8
0.03695306198085853 0.030265210608424336 0.2032454215859649 Bayes 8
0.0372146765789531 0.030265210608424336 0.202854893904741 Bayes 8
0.0372146765789531 0.030577223088923557 0.2028007572688271 Bayes 8
0.03725827901196887 0.030577223088923557 0.2027440093170073 Bayes 8
0.03725827901196887 0.030889235569422777 0.2027315852627508 Bayes 8
0.037716104558634375 0.030889235569422777 0.2021139593791913 Bayes 8
0.037716104558634375 0.031201248049921998 0.2021051379264213 Bayes 8
0.037759706991650134 0.031201248049921998 0.202096875610515 Bayes 8
0.037759706991650134 0.031513260530421215 0.202090750724995 Bayes 8
0.037934116723713183 0.031513260530421215 0.2018920667997036 Bayes 8
0.037934116723713183 0.03182527301092044 0.2017975435049582 Bayes 8
0.03797771915672894 0.03182527301092044 0.2017550133902816 Bayes 8
0.03797771915672894 0.032137285491419657 0.2017515101580793 Bayes 8
0.03902417754910724 0.032137285491419657 0.2008620906760548 Bayes 8
0.03902417754910724 0.032449297971918874 0.2008588055137558 Bayes 8
0.03926399093069393 0.032449297971918874 0.2007206984674517 Bayes 8
